campaign_id,campaign_type,offer_type,audience_segment,device_main,send_day,send_hour,subject_length,has_personalization,subject_sentiment,is_urgent,has_image,nb_links,cta_count,audience_size,marketing_pressure,previous_segment_open_rate,previous_segment_ctr,open_rate,click_rate,conversion_rate
189,reactivation,free_shipping,inactive_customer,mobile,sunday,13,45,0,urgent,1,1,5,3,12093,3,0.1637,0.0333,0.1117,0.0569,0.0085
190,onboarding,free_shipping,new_customer,mobile,saturday,15,35,0,urgent,1,1,2,3,41583,2,0.2458,0.0417,0.1912,0.1211,0.0527
191,promo,bundle,prospect,desktop,wednesday,19,37,0,neutral,0,1,1,2,59557,2,0.1855,0.0466,0.1237,0.0545,0.031
192,reactivation,free_shipping,loyal_customer,mobile,friday,12,58,0,positive,0,0,1,1,34623,4,0.2997,0.0866,0.1952,0.1164,0.0652
193,newsletter,discount,new_customer,mobile,thursday,17,63,1,neutral,0,0,5,1,45199,3,0.2574,0.0502,0.1809,0.0967,0.0317
194,reactivation,free_shipping,loyal_customer,mobile,wednesday,16,56,1,positive,0,1,1,3,80190,5,0.3709,0.1092,0.2952,0.1326,0.045
195,onboarding,limited_offer,loyal_customer,mobile,friday,10,35,0,positive,0,1,4,1,17715,1,0.374,0.0728,0.3941,0.1904,0.1104
196,reactivation,bundle,inactive_customer,desktop,wednesday,19,27,1,positive,0,0,1,1,47619,2,0.1692,0.0158,0.1409,0.0253,0.0174
197,cart_abandonment,free_shipping,new_customer,mobile,monday,7,58,1,neutral,0,1,1,3,90900,6,0.1812,0.056,0.203,0.1157,0.0812
198,newsletter,no_offer,inactive_customer,mobile,thursday,8,53,1,neutral,0,1,5,2,62049,5,0.1854,0.0459,0.1084,0.0291,0.001
199,cart_abandonment,bundle,new_customer,mobile,saturday,15,40,0,urgent,1,1,2,3,67677,3,0.2573,0.0091,0.2112,0.1112,0.0882
200,cart_abandonment,bundle,prospect,desktop,wednesday,7,18,1,neutral,0,1,2,2,3011,2,0.2039,0.0266,0.2117,0.0814,0.0651
201,newsletter,no_offer,new_customer,mobile,friday,12,22,1,positive,0,1,4,2,96040,6,0.2157,0.0514,0.1665,0.0724,0.0183
202,reactivation,limited_offer,new_customer,mobile,thursday,10,43,0,urgent,1,0,3,2,78362,1,0.2402,0.0324,0.2427,0.0936,0.0493
203,cart_abandonment,no_offer,new_customer,mobile,monday,16,54,1,positive,0,1,4,2,72675,0,0.2368,0.0517,0.217,0.1143,0.0716
204,onboarding,discount,new_customer,mobile,friday,7,30,1,neutral,0,1,3,3,51098,2,0.2443,0.029,0.2305,0.0939,0.0487
205,onboarding,no_offer,inactive_customer,mobile,saturday,18,28,1,urgent,1,1,4,3,26879,4,0.2222,0.0112,0.1007,0.0402,0.0237
206,reactivation,no_offer,loyal_customer,desktop,saturday,16,36,0,neutral,0,1,4,1,91768,4,0.3988,0.0621,0.2349,0.1039,0.048
207,onboarding,bundle,prospect,desktop,wednesday,18,71,0,neutral,0,1,4,1,92088,3,0.1843,0.0344,0.1248,0.0818,0.0476
208,cart_abandonment,limited_offer,prospect,mobile,tuesday,13,53,0,positive,0,0,3,3,13991,0,0.2492,0.0554,0.2531,0.1397,0.1084
209,promo,free_shipping,inactive_customer,mobile,wednesday,18,68,1,neutral,0,1,5,3,20503,6,0.195,0.0219,0.105,0.0403,0.0295
210,promo,no_offer,new_customer,mobile,saturday,13,33,1,urgent,1,1,3,3,20337,1,0.2458,0.0664,0.2697,0.1196,0.0534
211,reactivation,discount,new_customer,desktop,tuesday,9,73,1,neutral,0,1,3,3,11503,1,0.2239,0.0578,0.2212,0.1039,0.0432
212,reactivation,limited_offer,new_customer,desktop,friday,11,26,1,neutral,0,1,2,3,53327,6,0.2222,0.0327,0.1878,0.0443,0.0057
213,reactivation,limited_offer,loyal_customer,mobile,tuesday,12,28,0,urgent,1,0,4,1,11207,1,0.3517,0.0969,0.3249,0.1572,0.0842
214,promo,free_shipping,loyal_customer,desktop,friday,14,64,0,positive,0,1,3,3,71263,5,0.3173,0.1023,0.2472,0.1303,0.0647
215,newsletter,discount,new_customer,mobile,wednesday,19,38,0,neutral,0,1,1,2,31750,0,0.2603,0.0511,0.2616,0.1133,0.0664
216,reactivation,free_shipping,new_customer,mobile,monday,8,31,1,neutral,0,0,5,3,47101,5,0.2645,0.0277,0.1844,0.0363,0.0181
217,onboarding,bundle,new_customer,desktop,thursday,13,48,0,positive,0,0,2,3,47154,0,0.2153,0.0618,0.2439,0.1301,0.065
218,cart_abandonment,bundle,new_customer,mobile,tuesday,8,25,0,urgent,1,0,1,1,42627,2,0.2447,0.0425,0.2731,0.1506,0.1096
219,promo,bundle,inactive_customer,mobile,monday,10,53,1,neutral,0,1,3,1,49695,3,0.1375,0.0301,0.1442,0.0654,0.0276
220,onboarding,no_offer,prospect,mobile,thursday,11,38,1,urgent,1,0,4,3,94635,6,0.2123,0.0686,0.2066,0.0575,0.0214
221,onboarding,discount,new_customer,mobile,tuesday,15,52,1,neutral,0,0,3,1,75619,6,0.2264,0.0668,0.2233,0.1173,0.0638
222,newsletter,free_shipping,inactive_customer,mobile,friday,17,71,1,urgent,1,0,5,3,84692,1,0.1258,0.0351,0.1263,0.0615,0.0158
223,cart_abandonment,no_offer,prospect,mobile,saturday,12,61,0,neutral,0,1,1,1,34002,2,0.2301,0.0428,0.1666,0.1065,0.0728
224,reactivation,limited_offer,prospect,mobile,tuesday,19,54,1,positive,0,1,1,2,32881,2,0.181,0.005,0.174,0.089,0.0459
225,cart_abandonment,no_offer,prospect,mobile,monday,14,46,1,positive,0,1,4,2,93389,0,0.2316,0.0241,0.239,0.128,0.0772
226,onboarding,free_shipping,inactive_customer,mobile,tuesday,12,24,0,urgent,1,1,1,3,70561,6,0.1658,0.0064,0.1232,0.0455,0.0264
227,onboarding,discount,new_customer,desktop,monday,9,26,1,positive,0,1,1,1,63522,3,0.2489,0.0535,0.2666,0.1332,0.0646
228,promo,free_shipping,loyal_customer,mobile,friday,18,43,1,urgent,1,1,5,2,62215,3,0.3387,0.0749,0.3206,0.1652,0.0889
229,reactivation,free_shipping,new_customer,mobile,sunday,15,43,1,urgent,1,1,3,3,56751,3,0.2874,0.0298,0.1959,0.0671,0.0289
230,onboarding,discount,inactive_customer,mobile,wednesday,18,74,1,neutral,0,1,2,2,17241,4,0.174,0.005,0.1311,0.0541,0.0286
231,reactivation,bundle,loyal_customer,mobile,thursday,12,44,1,neutral,0,1,2,1,28076,5,0.3652,0.0757,0.3231,0.114,0.0486
232,promo,free_shipping,inactive_customer,mobile,wednesday,20,23,1,urgent,1,0,3,1,25272,2,0.1575,0.0317,0.1741,0.0887,0.0472
233,newsletter,no_offer,new_customer,mobile,saturday,17,54,1,urgent,1,1,2,2,59627,3,0.2528,0.0453,0.1871,0.0954,0.0414
234,cart_abandonment,discount,loyal_customer,mobile,sunday,20,18,1,positive,0,1,4,2,88893,4,0.3343,0.0803,0.2855,0.158,0.1196
235,cart_abandonment,free_shipping,new_customer,mobile,tuesday,18,57,1,urgent,1,1,3,2,93772,2,0.2394,0.0377,0.2524,0.142,0.0932
236,onboarding,discount,loyal_customer,desktop,monday,17,51,1,neutral,0,0,5,3,86744,2,0.293,0.1063,0.275,0.1294,0.0795
237,reactivation,limited_offer,prospect,mobile,wednesday,8,62,0,neutral,0,1,3,2,64811,0,0.1787,0.026,0.1215,0.0705,0.0372
238,cart_abandonment,free_shipping,inactive_customer,desktop,friday,19,58,1,urgent,1,1,3,3,50812,2,0.1543,0.0389,0.157,0.0917,0.0633
239,promo,discount,loyal_customer,mobile,friday,13,24,1,neutral,0,1,4,3,75601,3,0.2965,0.0848,0.2632,0.1554,0.0823
240,promo,free_shipping,prospect,mobile,thursday,18,63,0,urgent,1,0,3,1,47976,2,0.1874,0.0252,0.1893,0.0987,0.0642
241,onboarding,no_offer,inactive_customer,mobile,friday,7,40,0,neutral,0,1,5,1,38726,5,0.2101,0.0615,0.111,0.0528,0.0235
242,cart_abandonment,no_offer,new_customer,mobile,saturday,14,24,0,urgent,1,0,4,3,58727,2,0.2147,0.0616,0.1985,0.1049,0.084
243,onboarding,bundle,inactive_customer,mobile,thursday,19,40,1,urgent,1,1,5,1,26711,2,0.1415,0.0194,0.1475,0.0692,0.0473
244,promo,discount,loyal_customer,mobile,tuesday,14,66,0,neutral,0,1,2,2,48135,2,0.3871,0.087,0.272,0.1699,0.0712
245,cart_abandonment,free_shipping,inactive_customer,mobile,thursday,12,74,0,urgent,1,1,1,3,12156,4,0.161,0.0107,0.1037,0.0618,0.0495
246,onboarding,limited_offer,loyal_customer,mobile,saturday,17,23,1,neutral,0,1,5,2,20873,2,0.3699,0.0946,0.2917,0.1754,0.0967
247,reactivation,bundle,inactive_customer,mobile,sunday,19,72,1,urgent,1,1,2,3,86091,3,0.1512,0.0239,0.0421,0.0276,0.0202
248,promo,no_offer,new_customer,mobile,monday,15,50,1,positive,0,0,1,1,40194,5,0.2573,0.0513,0.1895,0.0887,0.0426
249,reactivation,no_offer,prospect,desktop,thursday,18,40,0,positive,0,1,1,1,44526,5,0.2333,0.064,0.1286,0.0388,0.001
250,promo,no_offer,new_customer,desktop,tuesday,17,29,1,urgent,1,1,1,2,24620,5,0.2069,0.0341,0.1874,0.0686,0.0212
251,onboarding,free_shipping,new_customer,mobile,monday,12,22,0,neutral,0,0,4,1,47220,3,0.2735,0.0667,0.217,0.1067,0.0542
252,onboarding,bundle,prospect,mobile,thursday,19,41,0,positive,0,1,1,2,55845,4,0.2078,0.0408,0.185,0.0711,0.0476
253,cart_abandonment,limited_offer,inactive_customer,desktop,monday,10,58,0,urgent,1,1,3,3,46833,1,0.1076,0.0231,0.1961,0.0908,0.0726
254,promo,bundle,loyal_customer,desktop,wednesday,13,44,0,positive,0,1,3,1,65619,2,0.3519,0.1075,0.3446,0.2032,0.1018
255,newsletter,limited_offer,new_customer,mobile,tuesday,12,58,1,neutral,0,0,2,1,41387,0,0.236,0.0299,0.2372,0.1237,0.063
256,reactivation,limited_offer,new_customer,mobile,sunday,20,42,0,urgent,1,1,5,3,83736,0,0.279,0.0536,0.2139,0.1176,0.0492
257,onboarding,no_offer,prospect,mobile,friday,16,49,1,urgent,1,1,1,2,83289,2,0.1741,0.0329,0.1998,0.0865,0.0252
258,reactivation,free_shipping,inactive_customer,mobile,monday,19,26,1,positive,0,1,4,1,5138,0,0.1468,0.0433,0.1526,0.0845,0.0236
259,onboarding,free_shipping,inactive_customer,mobile,wednesday,11,40,0,urgent,1,1,1,1,22869,4,0.1308,0.005,0.1825,0.0544,0.0242
260,promo,free_shipping,prospect,mobile,monday,13,27,1,positive,0,1,4,3,44326,4,0.2382,0.0279,0.2384,0.0708,0.0363
261,cart_abandonment,discount,new_customer,mobile,friday,17,63,0,positive,0,1,1,1,44516,5,0.2221,0.0611,0.1798,0.1357,0.1015
262,onboarding,bundle,new_customer,mobile,sunday,12,57,1,urgent,1,1,5,3,48195,1,0.2668,0.0368,0.2761,0.1161,0.0632
263,newsletter,free_shipping,prospect,mobile,monday,10,39,1,positive,0,0,4,3,8296,6,0.2221,0.0326,0.1911,0.0535,0.0236
264,promo,free_shipping,new_customer,mobile,tuesday,10,36,0,neutral,0,1,4,3,93471,1,0.2687,0.0128,0.2792,0.1201,0.0497
265,newsletter,no_offer,prospect,mobile,friday,15,62,0,neutral,0,1,5,2,67736,1,0.173,0.0235,0.1358,0.0431,0.0079
266,cart_abandonment,free_shipping,inactive_customer,mobile,sunday,11,59,1,positive,0,1,3,2,7968,6,0.0953,0.0085,0.128,0.0505,0.0404
267,reactivation,discount,inactive_customer,mobile,monday,20,69,0,urgent,1,0,1,3,37455,4,0.1893,0.0388,0.0568,0.0278,0.0074
268,onboarding,free_shipping,inactive_customer,desktop,saturday,18,68,0,urgent,1,1,4,3,93365,6,0.1222,0.0228,0.0504,0.033,0.0157
269,newsletter,free_shipping,new_customer,mobile,tuesday,18,41,1,positive,0,1,1,2,37320,2,0.2146,0.0708,0.2145,0.1197,0.0506
270,cart_abandonment,no_offer,loyal_customer,mobile,monday,7,51,0,positive,0,1,1,1,71463,4,0.2812,0.0716,0.2458,0.132,0.0992
271,reactivation,no_offer,inactive_customer,desktop,saturday,11,43,1,urgent,1,0,1,3,91932,0,0.1586,0.0135,0.1866,0.0467,0.001
272,reactivation,discount,prospect,mobile,monday,15,71,1,positive,0,1,1,1,34272,5,0.2251,0.0342,0.1588,0.0716,0.0268
273,cart_abandonment,limited_offer,loyal_customer,mobile,sunday,20,46,0,positive,0,1,5,3,5994,2,0.3345,0.0745,0.283,0.1803,0.1246
274,newsletter,limited_offer,loyal_customer,mobile,wednesday,18,69,1,neutral,0,0,2,1,52756,5,0.3413,0.0569,0.2694,0.1279,0.0526
275,reactivation,bundle,new_customer,mobile,sunday,14,72,0,urgent,1,1,4,3,94305,6,0.2595,0.0279,0.1343,0.0582,0.0306
276,newsletter,bundle,prospect,mobile,tuesday,15,53,1,urgent,1,1,5,1,60197,6,0.2201,0.0519,0.203,0.0718,0.0408
277,reactivation,limited_offer,prospect,mobile,wednesday,18,26,0,urgent,1,1,2,1,94583,6,0.1622,0.0648,0.1489,0.0894,0.0504
278,newsletter,no_offer,inactive_customer,desktop,sunday,18,59,1,positive,0,1,3,1,65551,4,0.1677,0.0194,0.0541,0.0282,0.0054
279,newsletter,bundle,loyal_customer,mobile,sunday,7,43,1,positive,0,1,2,3,8485,0,0.3678,0.0685,0.3142,0.1613,0.0621
280,newsletter,free_shipping,prospect,mobile,wednesday,19,49,0,positive,0,1,5,3,28526,5,0.2332,0.0327,0.1873,0.0698,0.0259
281,reactivation,bundle,prospect,desktop,sunday,7,45,0,neutral,0,1,5,1,26183,2,0.2134,0.0517,0.1366,0.064,0.0142
282,reactivation,limited_offer,inactive_customer,mobile,thursday,14,57,1,positive,0,1,5,2,98537,2,0.1503,0.0339,0.168,0.0652,0.0327
283,reactivation,discount,new_customer,mobile,sunday,9,62,1,neutral,0,1,5,1,64344,2,0.2388,0.043,0.1848,0.0963,0.0498
284,cart_abandonment,no_offer,loyal_customer,desktop,monday,9,39,0,neutral,0,1,2,1,18375,3,0.3006,0.1011,0.3241,0.1849,0.1043
285,onboarding,free_shipping,new_customer,mobile,thursday,16,36,1,urgent,1,1,3,3,37289,1,0.247,0.0289,0.303,0.1364,0.0561
286,cart_abandonment,limited_offer,prospect,desktop,wednesday,18,22,1,neutral,0,1,5,2,15211,5,0.158,0.0444,0.1955,0.0836,0.0668
287,promo,free_shipping,new_customer,desktop,saturday,17,35,0,positive,0,1,3,1,92051,4,0.2447,0.0377,0.2233,0.1119,0.0508
288,newsletter,limited_offer,new_customer,mobile,sunday,14,29,0,positive,0,1,1,1,60821,5,0.2783,0.0475,0.1969,0.0764,0.0254
289,newsletter,no_offer,prospect,mobile,monday,10,47,1,neutral,0,1,2,2,20404,1,0.1504,0.0431,0.1731,0.0832,0.0034
290,cart_abandonment,limited_offer,loyal_customer,mobile,saturday,12,37,0,urgent,1,1,1,3,47223,5,0.3734,0.068,0.3356,0.1791,0.113
291,reactivation,no_offer,new_customer,desktop,tuesday,14,26,1,positive,0,0,2,1,47830,6,0.239,0.0518,0.1758,0.0571,0.0089
292,promo,discount,loyal_customer,mobile,sunday,8,24,0,urgent,1,0,4,2,33101,1,0.3176,0.0833,0.2702,0.1726,0.0911
293,onboarding,discount,new_customer,desktop,thursday,15,57,0,urgent,1,0,3,2,26479,4,0.2254,0.0397,0.207,0.0911,0.0534
294,reactivation,discount,loyal_customer,desktop,wednesday,11,43,1,positive,0,0,2,3,90462,2,0.3454,0.1053,0.328,0.1568,0.058
295,promo,bundle,inactive_customer,mobile,thursday,14,63,0,neutral,0,0,4,2,39230,0,0.1694,0.0244,0.1737,0.0678,0.03
296,promo,bundle,inactive_customer,mobile,friday,12,30,0,urgent,1,1,4,1,88438,1,0.1185,0.0309,0.1184,0.0824,0.0549
297,reactivation,bundle,new_customer,mobile,thursday,17,38,1,neutral,0,1,4,2,18618,3,0.2685,0.0395,0.1774,0.0651,0.0418
298,onboarding,free_shipping,inactive_customer,desktop,wednesday,20,57,0,neutral,0,1,5,2,38842,4,0.1518,0.0197,0.1693,0.0361,0.0242
299,cart_abandonment,limited_offer,new_customer,desktop,saturday,13,25,0,positive,0,1,4,1,76485,2,0.2218,0.0369,0.2282,0.1492,0.099
300,newsletter,discount,inactive_customer,mobile,sunday,20,49,1,urgent,1,1,3,1,10018,6,0.1666,0.005,0.1175,0.0505,0.0088
301,newsletter,no_offer,prospect,mobile,sunday,10,56,1,neutral,0,1,5,3,3985,1,0.1956,0.027,0.1556,0.0381,0.001
302,promo,no_offer,new_customer,mobile,monday,14,25,1,neutral,0,0,3,2,67670,2,0.2475,0.0561,0.2461,0.1185,0.0439
303,promo,free_shipping,inactive_customer,mobile,sunday,7,47,1,urgent,1,1,5,2,34885,1,0.142,0.0083,0.1954,0.0741,0.0365
304,onboarding,free_shipping,new_customer,desktop,tuesday,11,40,1,positive,0,1,1,1,35485,6,0.2666,0.0217,0.2548,0.0981,0.0444
305,cart_abandonment,discount,inactive_customer,mobile,sunday,14,44,0,positive,0,1,2,2,59226,2,0.2174,0.038,0.1882,0.0873,0.0699
306,onboarding,no_offer,prospect,desktop,thursday,14,23,0,positive,0,1,5,3,71453,0,0.2064,0.0258,0.1749,0.0576,0.0168
307,newsletter,no_offer,prospect,mobile,sunday,8,57,1,urgent,1,1,1,2,12410,5,0.2262,0.0126,0.1529,0.0731,0.0185
308,cart_abandonment,discount,prospect,mobile,friday,10,30,0,neutral,0,1,1,3,28323,5,0.1926,0.025,0.2156,0.0794,0.0635
309,reactivation,free_shipping,inactive_customer,mobile,wednesday,18,18,0,urgent,1,1,1,3,56755,1,0.1271,0.0295,0.1149,0.0533,0.0065
310,cart_abandonment,free_shipping,prospect,mobile,thursday,20,71,1,neutral,0,1,2,3,9002,4,0.2003,0.0321,0.2012,0.0904,0.0723
311,onboarding,free_shipping,prospect,mobile,sunday,8,40,1,positive,0,1,4,3,68766,0,0.2501,0.0285,0.2359,0.1192,0.061
312,reactivation,no_offer,inactive_customer,mobile,sunday,11,50,0,neutral,0,1,2,2,20309,3,0.1677,0.0366,0.1046,0.0062,0.001
313,promo,no_offer,inactive_customer,mobile,saturday,12,66,0,urgent,1,0,4,3,26105,4,0.1679,0.0441,0.1089,0.0544,0.001
314,newsletter,discount,loyal_customer,desktop,saturday,7,25,1,positive,0,1,5,2,61652,4,0.3112,0.0696,0.2655,0.1284,0.0518
315,promo,limited_offer,new_customer,mobile,saturday,7,57,0,positive,0,1,4,3,35393,4,0.1877,0.0537,0.1749,0.1146,0.0538
316,cart_abandonment,no_offer,new_customer,mobile,saturday,10,42,1,positive,0,1,5,3,19816,0,0.2356,0.0512,0.252,0.1222,0.0814
317,cart_abandonment,free_shipping,prospect,desktop,friday,12,55,1,neutral,0,1,1,1,60993,4,0.198,0.0222,0.2205,0.0904,0.0704
318,reactivation,free_shipping,prospect,mobile,wednesday,19,32,1,neutral,0,1,1,3,10460,2,0.161,0.0329,0.1427,0.0577,0.0209
319,promo,discount,loyal_customer,mobile,thursday,16,37,0,urgent,1,1,2,2,76139,0,0.3184,0.0736,0.3629,0.1898,0.0974
320,promo,free_shipping,inactive_customer,desktop,tuesday,9,36,0,urgent,1,1,2,1,23908,0,0.1546,0.0489,0.1945,0.1355,0.0725
321,cart_abandonment,no_offer,loyal_customer,mobile,sunday,11,65,0,neutral,0,1,3,2,14699,4,0.343,0.0622,0.2397,0.138,0.0804
322,onboarding,limited_offer,prospect,desktop,sunday,8,25,0,urgent,1,1,2,1,54218,5,0.1666,0.038,0.1934,0.0966,0.0718
323,cart_abandonment,free_shipping,new_customer,mobile,wednesday,18,51,1,positive,0,0,5,2,58221,1,0.2281,0.041,0.2594,0.1436,0.084
324,newsletter,limited_offer,inactive_customer,mobile,monday,16,49,0,neutral,0,1,3,3,4722,2,0.1476,0.0476,0.1043,0.0844,0.0181
325,newsletter,limited_offer,prospect,mobile,friday,12,52,1,urgent,1,1,3,1,28386,1,0.2022,0.03,0.2519,0.1334,0.0629
326,cart_abandonment,no_offer,loyal_customer,mobile,monday,11,64,1,neutral,0,1,1,2,32980,6,0.3054,0.0908,0.2594,0.1327,0.0762
327,cart_abandonment,no_offer,prospect,mobile,sunday,13,58,0,positive,0,0,2,2,76874,2,0.2147,0.0296,0.1789,0.0979,0.0533
328,reactivation,discount,loyal_customer,desktop,saturday,11,43,1,neutral,0,1,3,3,42198,1,0.3795,0.059,0.3352,0.1369,0.0637
329,onboarding,no_offer,inactive_customer,mobile,sunday,17,44,1,urgent,1,1,4,1,29202,0,0.139,0.009,0.1517,0.0743,0.0375
330,reactivation,limited_offer,loyal_customer,mobile,sunday,11,47,0,neutral,0,1,5,1,89860,2,0.3249,0.1141,0.2521,0.1317,0.0661
331,promo,bundle,loyal_customer,mobile,tuesday,11,54,1,positive,0,0,4,1,71469,6,0.3054,0.0587,0.2896,0.1429,0.0737
332,newsletter,free_shipping,inactive_customer,desktop,wednesday,13,51,0,neutral,0,1,5,2,1691,3,0.1475,0.0139,0.1148,0.0341,0.001
333,reactivation,free_shipping,loyal_customer,mobile,friday,10,64,1,urgent,1,0,4,2,84793,4,0.3545,0.0746,0.3036,0.123,0.053
334,promo,bundle,loyal_customer,mobile,friday,16,26,0,neutral,0,1,3,2,78986,0,0.3338,0.119,0.3027,0.1663,0.0671
335,newsletter,bundle,inactive_customer,desktop,friday,8,41,1,neutral,0,1,5,3,4178,0,0.1767,0.0614,0.1544,0.048,0.0033
336,promo,discount,new_customer,desktop,sunday,18,70,1,urgent,1,1,4,3,40321,2,0.2389,0.0382,0.211,0.1215,0.0742
337,cart_abandonment,limited_offer,prospect,mobile,monday,8,66,1,positive,0,1,4,2,63559,4,0.2205,0.0342,0.2189,0.101,0.0762
338,reactivation,free_shipping,inactive_customer,mobile,sunday,12,33,0,urgent,1,0,2,3,30978,0,0.183,0.005,0.1754,0.0697,0.0292
339,onboarding,free_shipping,prospect,mobile,monday,10,56,1,neutral,0,1,4,2,14210,1,0.2066,0.0362,0.2572,0.1355,0.0526
340,onboarding,no_offer,prospect,mobile,wednesday,20,54,1,urgent,1,1,2,2,7135,5,0.2,0.02,0.2032,0.0979,0.0365
341,newsletter,free_shipping,inactive_customer,desktop,sunday,10,73,1,positive,0,1,4,2,81165,2,0.1853,0.0129,0.1133,0.0472,0.0119
342,onboarding,limited_offer,inactive_customer,mobile,monday,18,33,1,positive,0,1,5,3,86549,6,0.1579,0.0285,0.1507,0.0558,0.0233
343,newsletter,no_offer,new_customer,mobile,tuesday,14,31,0,neutral,0,0,3,1,21955,2,0.28,0.0484,0.2607,0.0872,0.0217
344,promo,discount,inactive_customer,desktop,sunday,18,40,0,urgent,1,1,3,1,15389,1,0.0878,0.005,0.1023,0.0453,0.0363
345,onboarding,limited_offer,loyal_customer,desktop,friday,8,46,1,urgent,1,1,3,1,48234,3,0.3465,0.0696,0.3478,0.1982,0.1059
346,cart_abandonment,limited_offer,loyal_customer,mobile,friday,12,36,1,positive,0,1,5,1,53664,5,0.3508,0.0838,0.2973,0.1651,0.123
347,onboarding,free_shipping,prospect,mobile,thursday,14,69,1,urgent,1,1,3,2,45950,2,0.2276,0.0237,0.2475,0.1163,0.0584
348,onboarding,limited_offer,loyal_customer,mobile,monday,13,31,0,neutral,0,1,3,2,85577,2,0.3532,0.0749,0.2896,0.1896,0.1024
349,cart_abandonment,no_offer,prospect,mobile,monday,18,18,1,neutral,0,1,4,2,84886,6,0.1844,0.0675,0.154,0.0725,0.0348
350,onboarding,limited_offer,inactive_customer,desktop,sunday,11,54,0,positive,0,1,1,1,75328,4,0.1843,0.0096,0.1696,0.0588,0.047
351,cart_abandonment,discount,prospect,mobile,friday,7,24,1,neutral,0,1,1,3,28052,6,0.2231,0.0086,0.2099,0.0659,0.0527
352,cart_abandonment,bundle,inactive_customer,mobile,friday,20,31,0,positive,0,1,3,2,98693,3,0.1581,0.0111,0.14,0.0751,0.0601
353,reactivation,free_shipping,new_customer,mobile,monday,16,64,1,positive,0,1,2,2,12350,0,0.2452,0.0527,0.2452,0.1058,0.0309
354,cart_abandonment,free_shipping,inactive_customer,desktop,tuesday,10,50,0,urgent,1,1,2,1,18027,2,0.2047,0.0101,0.2269,0.1014,0.0771
355,reactivation,no_offer,new_customer,mobile,tuesday,19,52,0,urgent,1,1,4,2,9947,2,0.2664,0.0704,0.1894,0.0888,0.0268
356,cart_abandonment,no_offer,prospect,mobile,friday,17,48,1,neutral,0,0,2,3,82384,3,0.2306,0.0256,0.175,0.0568,0.0434
357,cart_abandonment,bundle,inactive_customer,mobile,friday,13,18,0,urgent,1,1,2,1,7533,5,0.1981,0.0315,0.113,0.0722,0.0578
358,cart_abandonment,bundle,inactive_customer,mobile,friday,13,26,1,urgent,1,0,5,1,35493,4,0.1984,0.0549,0.1823,0.0884,0.0707
359,onboarding,bundle,inactive_customer,mobile,monday,9,24,1,positive,0,1,5,2,50056,3,0.1698,0.0431,0.1968,0.0736,0.0483
360,cart_abandonment,discount,prospect,mobile,sunday,12,59,1,urgent,1,1,3,3,29557,6,0.2064,0.0148,0.2048,0.1053,0.0842
361,promo,bundle,prospect,mobile,saturday,19,39,0,urgent,1,1,2,1,78242,1,0.1347,0.0461,0.1683,0.1039,0.0643
362,reactivation,limited_offer,new_customer,mobile,tuesday,18,64,1,urgent,1,1,3,3,44129,3,0.1965,0.0415,0.185,0.0941,0.0403
363,reactivation,no_offer,loyal_customer,desktop,tuesday,19,20,1,neutral,0,1,5,1,83936,6,0.3453,0.0649,0.2151,0.08,0.018
364,reactivation,discount,loyal_customer,mobile,wednesday,18,42,0,positive,0,0,1,1,15506,5,0.3334,0.0898,0.2538,0.1226,0.0529
365,newsletter,no_offer,loyal_customer,mobile,sunday,20,45,0,urgent,1,0,1,3,2079,2,0.3259,0.1068,0.2696,0.163,0.0591
366,onboarding,discount,loyal_customer,mobile,friday,13,47,1,positive,0,0,4,2,26425,6,0.3417,0.0911,0.2732,0.1497,0.0729
367,onboarding,bundle,prospect,mobile,tuesday,18,64,1,positive,0,1,3,3,95242,6,0.2151,0.0298,0.1559,0.0811,0.0296
368,reactivation,free_shipping,inactive_customer,mobile,sunday,13,39,0,urgent,1,1,2,3,29379,3,0.1089,0.0134,0.1196,0.0319,0.0113
369,cart_abandonment,bundle,prospect,mobile,tuesday,20,66,1,positive,0,1,3,2,82533,6,0.18,0.0366,0.1891,0.1036,0.0829
